positive  	{'Negative Emotion': 0, 'Positive Emotion': 15.0, 'liwc:positive': 1, 'UNI_awesome': 0.05, 'UNI_place': 0.05, 'UNI_eat': 0.05, 'UNI_friendly': 0.05, 'UNI_service': 0.05, 'UNI_i': 0.05, 'UNI_would': 0.05, 'UNI_return': 0.05, 'UNI_anytime': 0.05, 'UNI_tuesdays': 0.05, 'UNI_live': 0.05, 'UNI_music': 0.05, 'UNI_ca': 0.05, "UNI_n't": 0.05, 'UNI_beat': 0.05, 'UNI_the': 0.05, 'UNI_food': 0.05, 'UNI_great': 0.05, 'UNI_drinks': 0.05, 'UNI_strong': 0.05}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0.9174311926605505, 'liwc:positive': 1, 'UNI_after': 0.018518518518518517, 'UNI_waiting': 0.009259259259259259, 'UNI_line': 0.009259259259259259, 'UNI_40': 0.009259259259259259, 'UNI_minutes': 0.037037037037037035, 'UNI_finally': 0.018518518518518517, 'UNI_picked': 0.009259259259259259, 'UNI_meals': 0.009259259259259259, 'UNI_led': 0.009259259259259259, 'UNI_hostess': 0.009259259259259259, 'UNI_station': 0.009259259259259259, 'UNI_waited': 0.018518518518518517, 'UNI_another': 0.018518518518518517, 'UNI_10': 0.009259259259259259, 'UNI_table': 0.018518518518518517, 'UNI_when': 0.009259259259259259, 'UNI_located': 0.009259259259259259, 'UNI_cleaned': 0.009259259259259259, 'UNI_previous': 0.009259259259259259, 'UNI_diners': 0.009259259259259259, 'UNI_we': 0.027777777777777776, 'UNI_sat': 0.009259259259259259, 'UNI_behind': 0.009259259259259259, 'UNI_big': 0.009259259259259259, 'UNI_pillar': 0.009259259259259259, 'UNI_magicians': 0.009259259259259259, 'UNI_room': 0.009259259259259259, 'UNI_caught': 0.009259259259259259, 'UNI_last': 0.009259259259259259, 'UNI_3': 0.009259259259259259, 'UNI_act': 0.009259259259259259, 'UNI_nothing': 0.009259259259259259, 'UNI_special': 0.009259259259259259, 'UNI_the': 0.027777777777777776, 'UNI_food': 0.018518518518518517, "UNI_n't": 0.018518518518518517, 'UNI_fit': 0.009259259259259259, 'UNI_dog': 0.009259259259259259, 'UNI_horrible': 0.009259259259259259, 'UNI_wait': 0.009259259259259259, 'UNI_staff': 0.009259259259259259, 'UNI_non-existant': 0.009259259259259259, 'UNI_waitress': 0.009259259259259259, 'UNI_came': 0.009259259259259259, 'UNI_took': 0.009259259259259259, 'UNI_30': 0.009259259259259259, 'UNI_get': 0.027777777777777776, 'UNI_back': 0.009259259259259259, 'UNI_drinks': 0.009259259259259259, 'UNI_bland': 0.009259259259259259, 'UNI_chicken': 0.009259259259259259, 'UNI_tasted': 0.009259259259259259, 'UNI_regurgitated': 0.009259259259259259, 'UNI_cheese': 0.009259259259259259, 'UNI_cheap': 0.009259259259259259, 'UNI_imitatation': 0.009259259259259259, 'UNI_velveta': 0.009259259259259259, 'UNI_disgusting': 0.009259259259259259, 'UNI_meal': 0.009259259259259259, 'UNI_lack': 0.009259259259259259, 'UNI_entertainment': 0.018518518518518517, 'UNI_service': 0.009259259259259259, 'UNI_i': 0.009259259259259259, 'UNI_asked': 0.009259259259259259, 'UNI_dessert': 0.009259259259259259, 'UNI_canceled': 0.009259259259259259, 'UNI_game': 0.009259259259259259, 'UNI_tokens': 0.009259259259259259, 'UNI_refunded': 0.009259259259259259, 'UNI_could': 0.009259259259259259, 'UNI_quick': 0.009259259259259259, 'UNI_enough': 0.009259259259259259, 'UNI_ran': 0.009259259259259259, 'UNI_nearest': 0.009259259259259259, 'UNI_store': 0.009259259259259259, 'UNI_buy': 0.009259259259259259, 'UNI_mints': 0.009259259259259259, 'UNI_taste': 0.009259259259259259, 'UNI_mouths': 0.009259259259259259, 'UNI_went': 0.009259259259259259, 'UNI_eat': 0.009259259259259259, 'UNI_real': 0.009259259259259259, 'UNI_restraunt': 0.009259259259259259, 'UNI_dave': 0.009259259259259259, 'UNI_busters': 0.009259259259259259, 'UNI_do': 0.009259259259259259, 'UNI_waste': 0.009259259259259259, 'UNI_time': 0.009259259259259259, 'UNI_money': 0.009259259259259259, 'UNI_place': 0.009259259259259259, 'UNI_stinks': 0.009259259259259259}
negative  	{'Negative Emotion': 4.878048780487805, 'Positive Emotion': 12.195121951219512, 'liwc:positive': 1, 'UNI_rude': 0.025, 'UNI_employees': 0.025, 'UNI_bartenders': 0.025, 'UNI_worst': 0.025, 'UNI_an': 0.025, 'UNI_extremely': 0.025, 'UNI_local': 0.025, 'UNI_hang-out': 0.025, 'UNI_if': 0.025, 'UNI_friend': 0.025, 'UNI_crew': 0.025, 'UNI_prepared': 0.025, 'UNI_wait': 0.025, 'UNI_friendly': 0.025, 'UNI_attitudes': 0.025, 'UNI_bar': 0.025, 'UNI_top': 0.025, 'UNI_mess': 0.025, 'UNI_always': 0.025, 'UNI_wet': 0.025, 'UNI_best': 0.025, 'UNI_thing': 0.025, 'UNI_t.v': 0.025, 'UNI_showing': 0.025, 'UNI_sports': 0.025, 'UNI_live': 0.025, 'UNI_music': 0.025, 'UNI_o.k': 0.025, 'UNI_great': 0.025, 'UNI_some': 0.025, 'UNI_nice': 0.025, 'UNI_decor': 0.025, 'UNI_pool': 0.025, 'UNI_tables': 0.025, 'UNI_room': 0.025, 'UNI_play': 0.025, 'UNI_more': 0.025, 'UNI_turning': 0.025, 'UNI_21': 0.025, 'UNI_crowd': 0.025}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_review': 0.16666666666666666, 'UNI_deleted': 0.16666666666666666, 'UNI_due': 0.16666666666666666, 'UNI_posting': 0.16666666666666666, 'UNI_policy': 0.16666666666666666, 'UNI_violation': 0.16666666666666666}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 1.7857142857142858, 'liwc:positive': 1, 'UNI_i': 0.10714285714285714, 'UNI_live': 0.017857142857142856, 'UNI_7': 0.017857142857142856, 'UNI_minutes': 0.017857142857142856, 'UNI_olga': 0.03571428571428571, 'UNI_totally': 0.03571428571428571, 'UNI_agree': 0.017857142857142856, 'UNI_reviews': 0.017857142857142856, "UNI_n't": 0.017857142857142856, 'UNI_know': 0.017857142857142856, 'UNI_parking': 0.017857142857142856, 'UNI_lot': 0.017857142857142856, 'UNI_always': 0.017857142857142856, 'UNI_full': 0.017857142857142856, 'UNI_guess': 0.017857142857142856, 'UNI_first': 0.017857142857142856, 'UNI_time': 0.017857142857142856, 'UNI_everyone': 0.017857142857142856, 'UNI_place': 0.03571428571428571, 'UNI_think': 0.017857142857142856, 'UNI_thing': 0.017857142857142856, 'UNI_ever': 0.017857142857142856, 'UNI_liked': 0.017857142857142856, 'UNI_eating': 0.017857142857142856, 'UNI_sporadically': 0.017857142857142856, 'UNI_since': 0.017857142857142856, 'UNI_like': 0.017857142857142856, 'UNI_age': 0.017857142857142856, 'UNI_5': 0.017857142857142856, 'UNI_younger': 0.017857142857142856, 'UNI_would': 0.017857142857142856, 'UNI_grilled': 0.017857142857142856, 'UNI_cinnamon': 0.017857142857142856, 'UNI_bun': 0.017857142857142856, 'UNI_butter': 0.017857142857142856, 'UNI_and': 0.017857142857142856, 'UNI_despise': 0.017857142857142856, 'UNI_nothing': 0.017857142857142856, 'UNI_south': 0.017857142857142856, 'UNI_jersey': 0.017857142857142856, 'UNI_landmark': 0.017857142857142856, 'UNI_revamp': 0.017857142857142856, 'UNI_perhaps': 0.017857142857142856, 'UNI_knock': 0.017857142857142856, 'UNI_leave': 0.017857142857142856, 'UNI_sign': 0.017857142857142856, 'UNI_nostalgia': 0.017857142857142856, 'UNI_sake': 0.017857142857142856}
negative  	{'Negative Emotion': 0.5681818181818182, 'Positive Emotion': 3.409090909090909, 'liwc:positive': 1, 'UNI_room': 0.005747126436781609, 'UNI_service': 0.005747126436781609, 'UNI_take': 0.005747126436781609, 'UNI_delivery': 0.011494252873563218, 'UNI_type': 0.005747126436781609, 'UNI_establishment': 0.005747126436781609, 'UNI_on': 0.005747126436781609, 'UNI_11/3': 0.005747126436781609, 'UNI_i': 0.14367816091954022, 'UNI_ordered': 0.011494252873563218, 'UNI_salad': 0.017241379310344827, 'UNI_delivered': 0.017241379310344827, 'UNI_place': 0.005747126436781609, 'UNI_work': 0.011494252873563218, 'UNI_after': 0.005747126436781609, 'UNI_placed': 0.022988505747126436, 'UNI_order': 0.04597701149425287, 'UNI_even': 0.005747126436781609, 'UNI_called': 0.011494252873563218, 'UNI_back': 0.011494252873563218, 'UNI_make': 0.005747126436781609, 'UNI_sure': 0.011494252873563218, 'UNI_chef': 0.005747126436781609, 'UNI_w/ranch': 0.005747126436781609, 'UNI_told': 0.034482758620689655, 'UNI_yes': 0.005747126436781609, 'UNI_would': 0.028735632183908046, 'UNI_12:00': 0.005747126436781609, 'UNI_12:30': 0.011494252873563218, 'UNI_waited': 0.005747126436781609, 'UNI_finally': 0.005747126436781609, 'UNI_person': 0.005747126436781609, 'UNI_never': 0.011494252873563218, 'UNI_received': 0.005747126436781609, 'UNI_sat': 0.005747126436781609, 'UNI_desk': 0.005747126436781609, 'UNI_hungry': 0.011494252873563218, 'UNI_1:00': 0.011494252873563218, 'UNI_pm': 0.005747126436781609, 'UNI_decided': 0.005747126436781609, 'UNI_call': 0.005747126436781609, 'UNI_ticket': 0.011494252873563218, 'UNI_large': 0.005747126436781609, 'UNI_organization': 0.005747126436781609, 'UNI_great': 0.005747126436781609, 'UNI_deal': 0.005747126436781609, 'UNI_business': 0.017241379310344827, 'UNI_one': 0.022988505747126436, 'UNI_worked': 0.005747126436781609, 'UNI_several': 0.005747126436781609, "UNI_n't": 0.022988505747126436, 'UNI_asked': 0.011494252873563218, 'UNI_messed': 0.005747126436781609, 'UNI_she': 0.011494252873563218, 'UNI_deliver': 0.005747126436781609, 'UNI_p.m.': 0.005747126436781609, 'UNI_want': 0.005747126436781609, 'UNI_speak': 0.005747126436781609, 'UNI_manager': 0.011494252873563218, 'UNI_said': 0.005747126436781609, 'UNI_please': 0.005747126436781609, 'UNI_returned': 0.005747126436781609, 'UNI_phone': 0.005747126436781609, 'UNI_could': 0.005747126436781609, 'UNI_talk': 0.005747126436781609, 'UNI_help': 0.005747126436781609, 'UNI_meant': 0.005747126436781609, 'UNI_why': 0.005747126436781609, 'UNI_lie': 0.005747126436781609, 'UNI_keep': 0.005747126436781609, 'UNI_calling': 0.005747126436781609, 'UNI_like': 0.005747126436781609, 'UNI_everyone': 0.005747126436781609, 'UNI_umc': 0.005747126436781609, 'UNI_know': 0.005747126436781609, 'UNI_people': 0.011494252873563218, 'UNI_50': 0.005747126436781609, 'UNI_comes': 0.005747126436781609, 'UNI_no': 0.005747126436781609, 'UNI_tried': 0.005747126436781609, 'UNI_rectify': 0.005747126436781609, 'UNI_situation': 0.005747126436781609, 'UNI_least': 0.005747126436781609, 'UNI_delivering': 0.005747126436781609, 'UNI_letting': 0.005747126436781609, 'UNI_come': 0.005747126436781609, 'UNI_pick': 0.005747126436781609, 'UNI_nobody': 0.005747126436781609, 'UNI_cared': 0.005747126436781609, 'UNI_whether': 0.005747126436781609, 'UNI_diabetic': 0.005747126436781609, 'UNI_needed': 0.005747126436781609, 'UNI_eat': 0.005747126436781609, 'UNI_certain': 0.005747126436781609, 'UNI_time': 0.005747126436781609, 'UNI_feel': 0.005747126436781609, 'UNI_rude': 0.005747126436781609, 'UNI_deserve': 0.005747126436781609, 'UNI_word': 0.005747126436781609, 'UNI_mouth': 0.005747126436781609, 'UNI_still': 0.005747126436781609, 'UNI_best': 0.005747126436781609, 'UNI_form': 0.005747126436781609, 'UNI_advertisment.l': 0.005747126436781609}
negative  	{'Negative Emotion': 0.9900990099009901, 'Positive Emotion': 3.9603960396039604, 'liwc:positive': 1, 'UNI_my': 0.01, 'UNI_boyfriend': 0.02, 'UNI_i': 0.04, 'UNI_went': 0.01, 'UNI_rum': 0.01, 'UNI_jungle': 0.01, 'UNI_restaurant': 0.02, 'UNI_it': 0.03, 'UNI_also': 0.02, 'UNI_turns': 0.01, 'UNI_night': 0.02, 'UNI_club': 0.01, 'UNI_we': 0.02, 'UNI_found': 0.01, 'UNI_prices': 0.01, 'UNI_quite': 0.02, 'UNI_expensive': 0.01, 'UNI_compared': 0.01, 'UNI_casino': 0.01, 'UNI_restaurants': 0.01, 'UNI_the': 0.03, 'UNI_food': 0.01, 'UNI_enjoyable': 0.01, 'UNI_nothing': 0.01, 'UNI_average': 0.01, 'UNI_atmosphere': 0.01, 'UNI_neat': 0.01, 'UNI_running': 0.01, 'UNI_water': 0.01, 'UNI_flames': 0.01, 'UNI_a': 0.01, 'UNI_dark': 0.01, 'UNI_service': 0.02, 'UNI_stunk': 0.01, 'UNI_first': 0.01, 'UNI_brought': 0.01, 'UNI_meal': 0.04, 'UNI_thought': 0.01, 'UNI_going': 0.01, 'UNI_go': 0.01, 'UNI_back': 0.02, 'UNI_get': 0.01, 'UNI_boyfriends': 0.01, 'UNI_so': 0.01, 'UNI_sat': 0.01, 'UNI_waiting': 0.01, 'UNI_finally': 0.01, 'UNI_came': 0.01, 'UNI_around': 0.01, 'UNI_asked': 0.02, 'UNI_something': 0.01, 'UNI_wrong': 0.01, "UNI_n't": 0.03, 'UNI_eating': 0.01, 'UNI_said': 0.01, 'UNI_would': 0.01, 'UNI_ready': 0.02, 'UNI_another': 0.01, 'UNI_five': 0.01, 'UNI_minutes': 0.01, 'UNI_ask': 0.01, 'UNI_take': 0.01, 'UNI_who': 0.01, 'UNI_serves': 0.01, 'UNI_one': 0.01, 'UNI_hard': 0.02, 'UNI_getting': 0.01, 'UNI_drinks': 0.01, 'UNI_re-filled': 0.01, 'UNI_flagging': 0.01, 'UNI_someone': 0.01, 'UNI_needed': 0.01, 'UNI_condiment': 0.01, 'UNI_even': 0.01, 'UNI_check': 0.01, 'UNI_wo': 0.01, 'UNI_return': 0.01}
negative  	{'Negative Emotion': 0.5263157894736842, 'Positive Emotion': 3.1578947368421053, 'liwc:positive': 1, 'UNI_the': 0.021621621621621623, 'UNI_thing': 0.005405405405405406, 'UNI_going': 0.005405405405405406, 'UNI_restaurant': 0.016216216216216217, 'UNI_location': 0.005405405405405406, 'UNI_near': 0.005405405405405406, 'UNI_staples': 0.005405405405405406, 'UNI_center': 0.005405405405405406, 'UNI_other': 0.005405405405405406, 'UNI_i': 0.04864864864864865, 'UNI_much': 0.016216216216216217, 'UNI_rather': 0.005405405405405406, 'UNI_dine': 0.005405405405405406, 'UNI_taylor': 0.005405405405405406, 'UNI_half': 0.005405405405405406, 'UNI_cost': 0.005405405405405406, 'UNI_even': 0.021621621621621623, 'UNI_morton': 0.005405405405405406, 'UNI_twice': 0.005405405405405406, 'UNI_food': 0.005405405405405406, 'UNI_continually': 0.005405405405405406, 'UNI_got': 0.016216216216216217, 'UNI_impression': 0.005405405405405406, 'UNI_staff': 0.010810810810810811, 'UNI_better': 0.005405405405405406, 'UNI_really': 0.005405405405405406, 'UNI_need': 0.005405405405405406, 'UNI_business': 0.005405405405405406, 'UNI_it': 0.005405405405405406, 'UNI_first': 0.005405405405405406, 'UNI_time': 0.016216216216216217, 'UNI_dining': 0.010810810810810811, 'UNI_last': 0.005405405405405406, 'UNI_went': 0.010810810810810811, 'UNI_based': 0.005405405405405406, 'UNI_recommendation': 0.005405405405405406, 'UNI_la': 0.016216216216216217, 'UNI_times': 0.010810810810810811, 'UNI_also': 0.005405405405405406, 'UNI_recieved': 0.005405405405405406, 'UNI_letter': 0.005405405405405406, 'UNI_regarding': 0.005405405405405406, 'UNI_misguided': 0.005405405405405406, 'UNI_review': 0.005405405405405406, 'UNI_wife': 0.005405405405405406, 'UNI_another': 0.005405405405405406, 'UNI_couple': 0.005405405405405406, 'UNI_we': 0.005405405405405406, 'UNI_waited': 0.005405405405405406, 'UNI_45': 0.005405405405405406, 'UNI_minutes': 0.005405405405405406, 'UNI_front': 0.005405405405405406, 'UNI_desk': 0.005405405405405406, 'UNI_though': 0.005405405405405406, 'UNI_reservations': 0.005405405405405406, 'UNI_consequently': 0.005405405405405406, 'UNI_rush': 0.005405405405405406, 'UNI_dinner': 0.005405405405405406, 'UNI_get': 0.005405405405405406, 'UNI_theatre': 0.005405405405405406, 'UNI_waitress': 0.010810810810810811, 'UNI_ignored': 0.005405405405405406, 'UNI_us': 0.016216216216216217, 'UNI_making': 0.005405405405405406, 'UNI_feel': 0.010810810810810811, "UNI_n't": 0.016216216216216217, 'UNI_important': 0.005405405405405406, 'UNI_wealthy': 0.005405405405405406, 'UNI_businessmen': 0.005405405405405406, 'UNI_seated': 0.005405405405405406, 'UNI_next': 0.005405405405405406, 'UNI_at': 0.005405405405405406, 'UNI_one': 0.010810810810810811, 'UNI_point': 0.005405405405405406, 'UNI_water': 0.010810810810810811, 'UNI_nearby': 0.005405405405405406, 'UNI_pitcher': 0.005405405405405406, 'UNI_walking': 0.005405405405405406, 'UNI_right': 0.005405405405405406, 'UNI_she': 0.005405405405405406, 'UNI_care': 0.005405405405405406, 'UNI_three': 0.005405405405405406, 'UNI_four': 0.005405405405405406, 'UNI_steaks': 0.005405405405405406, 'UNI_ordered': 0.005405405405405406, 'UNI_table': 0.010810810810810811, 'UNI_sent': 0.005405405405405406, 'UNI_back': 0.005405405405405406, 'UNI_medium-rare': 0.005405405405405406, 'UNI_well-done': 0.005405405405405406, 'UNI_when': 0.005405405405405406, 'UNI_steak': 0.005405405405405406, 'UNI_returned': 0.005405405405405406, 'UNI_plate': 0.005405405405405406, 'UNI_dropped': 0.005405405405405406, 'UNI_juice': 0.005405405405405406, 'UNI_splattered': 0.005405405405405406, 'UNI_shirt': 0.005405405405405406, 'UNI_no': 0.005405405405405406, 'UNI_member': 0.005405405405405406, 'UNI_noticed': 0.005405405405405406, 'UNI_cared': 0.005405405405405406, 'UNI_matter': 0.005405405405405406, 'UNI_this': 0.005405405405405406, 'UNI_good': 0.005405405405405406, 'UNI_taking': 0.005405405405405406, 'UNI_town': 0.005405405405405406, 'UNI_tourists': 0.005405405405405406, 'UNI_friends': 0.005405405405405406, 'UNI_enjoy': 0.005405405405405406, 'UNI_experience': 0.005405405405405406, 'UNI_palm': 0.005405405405405406, 'UNI_epitome': 0.005405405405405406, 'UNI_here': 0.005405405405405406, 'UNI_see': 0.005405405405405406, 'UNI_shallow': 0.005405405405405406, 'UNI_want-to-be': 0.005405405405405406, 'UNI_actors': 0.010810810810810811, 'UNI_rudely': 0.005405405405405406, 'UNI_cluelessly': 0.005405405405405406, 'UNI_wait': 0.005405405405405406, 'UNI_today-gone': 0.005405405405405406, 'UNI_tomorrow': 0.005405405405405406, 'UNI_think': 0.005405405405405406, 'UNI_messiah': 0.005405405405405406, 'UNI_loud': 0.005405405405405406, 'UNI_drunk': 0.005405405405405406, 'UNI_sport': 0.005405405405405406, 'UNI_hooligans': 0.005405405405405406, 'UNI_birthright': 0.005405405405405406, 'UNI_act': 0.005405405405405406, 'UNI_like': 0.010810810810810811, 'UNI_gorillas': 0.005405405405405406, 'UNI_felt': 0.005405405405405406, 'UNI_set': 0.005405405405405406, 'UNI_movie': 0.005405405405405406, 'UNI_l.a.': 0.005405405405405406, 'UNI_story': 0.005405405405405406, 'UNI_steve': 0.005405405405405406, 'UNI_martin': 0.005405405405405406, 'UNI_entertain': 0.005405405405405406, 'UNI_disgruntled': 0.005405405405405406, 'UNI_customers': 0.005405405405405406, 'UNI_prude': 0.005405405405405406, 'UNI_expected': 0.005405405405405406, 'UNI_place': 0.005405405405405406}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_overrated': 0.16666666666666666, 'UNI_do': 0.16666666666666666, "UNI_n't": 0.16666666666666666, 'UNI_waste': 0.16666666666666666, 'UNI_time': 0.16666666666666666, 'UNI_money': 0.16666666666666666}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 12.0, 'liwc:positive': 1, 'UNI_we': 0.04, 'UNI_seated': 0.04, 'UNI_aisle': 0.04, 'UNI_repeatedly': 0.04, 'UNI_bumped': 0.04, 'UNI_the': 0.08, 'UNI_silverware': 0.04, 'UNI_food': 0.04, 'UNI_replaced': 0.04, 'UNI_my': 0.04, 'UNI_filet': 0.04, 'UNI_mignon': 0.04, 'UNI_fatty': 0.04, 'UNI_vegatables': 0.04, 'UNI_served': 0.04, 'UNI_cool': 0.04, 'UNI_warm': 0.04, 'UNI_value': 0.04, 'UNI_standard': 0.04, 'UNI_considering': 0.04, 'UNI_pricing': 0.04, 'UNI_a': 0.04, 'UNI_disappointing': 0.04, 'UNI_experience': 0.04}
negative  	{'Negative Emotion': 2.9411764705882355, 'Positive Emotion': 8.823529411764707, 'liwc:positive': 1, 'UNI_lower': 0.029411764705882353, 'UNI_middle': 0.029411764705882353, 'UNI_class': 0.029411764705882353, 'UNI_diner': 0.029411764705882353, 'UNI_atmosphere': 0.029411764705882353, 'UNI_filled': 0.029411764705882353, 'UNI_unrully': 0.029411764705882353, 'UNI_kids': 0.029411764705882353, 'UNI_apathetic': 0.029411764705882353, 'UNI_parents': 0.029411764705882353, 'UNI_gruff': 0.029411764705882353, 'UNI_waitress': 0.029411764705882353, 'UNI_seemed': 0.029411764705882353, 'UNI_annoyed': 0.029411764705882353, 'UNI_take': 0.029411764705882353, 'UNI_order': 0.029411764705882353, 'UNI_food': 0.058823529411764705, 'UNI_blase': 0.029411764705882353, 'UNI_german': 0.029411764705882353, 'UNI_pretty': 0.029411764705882353, 'UNI_simple': 0.029411764705882353, 'UNI_make': 0.029411764705882353, 'UNI_well': 0.029411764705882353, 'UNI_unless': 0.029411764705882353, 'UNI_chef': 0.029411764705882353, 'UNI_trained': 0.029411764705882353, 'UNI_prison': 0.029411764705882353, 'UNI_on': 0.029411764705882353, 'UNI_side': 0.029411764705882353, 'UNI_beer': 0.029411764705882353, 'UNI_good': 0.029411764705882353, 'UNI_spaten': 0.029411764705882353, 'UNI_octoberfest': 0.029411764705882353}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_i': 0.13513513513513514, 'UNI_waited': 0.05405405405405406, 'UNI_20': 0.02702702702702703, 'UNI_minutes': 0.05405405405405406, 'UNI_someone': 0.02702702702702703, 'UNI_took': 0.02702702702702703, 'UNI_order': 0.02702702702702703, 'UNI_another': 0.05405405405405406, 'UNI_45': 0.02702702702702703, 'UNI_food': 0.02702702702702703, 'UNI_total': 0.02702702702702703, 'UNI_1': 0.02702702702702703, 'UNI_hours': 0.02702702702702703, 'UNI_this': 0.02702702702702703, 'UNI_first': 0.02702702702702703, 'UNI_time': 0.05405405405405406, 'UNI_also': 0.05405405405405406, 'UNI_went': 0.02702702702702703, 'UNI_story': 0.02702702702702703, 'UNI_trying': 0.02702702702702703, 'UNI_get': 0.02702702702702703, 'UNI_drink': 0.02702702702702703, 'UNI_refreshed': 0.02702702702702703, 'UNI_impossible': 0.02702702702702703, 'UNI_would': 0.02702702702702703, 'UNI_recommend': 0.02702702702702703, 'UNI_restaurant': 0.02702702702702703, 'UNI_anyone': 0.02702702702702703}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_we': 0.125, 'UNI_served': 0.125, 'UNI_moldy': 0.125, 'UNI_bread': 0.125, 'UNI_confronting': 0.125, 'UNI_staff': 0.125, 'UNI_response': 0.125, 'UNI_distasteful': 0.125}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 5.925925925925926, 'liwc:positive': 1, 'UNI_this': 0.007407407407407408, 'UNI_restaraunt': 0.007407407407407408, 'UNI_recommended': 0.007407407407407408, 'UNI_so': 0.007407407407407408, 'UNI_i': 0.0962962962962963, 'UNI_thought': 0.022222222222222223, 'UNI_husband': 0.007407407407407408, 'UNI_would': 0.022222222222222223, 'UNI_give': 0.007407407407407408, 'UNI_try': 0.007407407407407408, 'UNI_we': 0.007407407407407408, 'UNI_took': 0.007407407407407408, 'UNI_friend': 0.007407407407407408, 'UNI_along': 0.007407407407407408, 'UNI_us': 0.014814814814814815, 'UNI_upon': 0.007407407407407408, 'UNI_arriving': 0.007407407407407408, 'UNI_outside': 0.014814814814814815, 'UNI_building': 0.014814814814814815, 'UNI_nice': 0.014814814814814815, 'UNI_atomosphere': 0.007407407407407408, 'UNI_ok': 0.007407407407407408, 'UNI_going': 0.007407407407407408, 'UNI_good': 0.007407407407407408, 'UNI_when': 0.022222222222222223, 'UNI_looked': 0.007407407407407408, 'UNI_buffet': 0.014814814814814815, 'UNI_disappointed': 0.007407407407407408, 'UNI_for': 0.014814814814814815, 'UNI_price': 0.007407407407407408, 'UNI_choose': 0.007407407407407408, 'UNI_but': 0.007407407407407408, 'UNI_still': 0.014814814814814815, 'UNI_optomistic': 0.007407407407407408, 'UNI_tried': 0.007407407407407408, 'UNI_food': 0.014814814814814815, 'UNI_disgusting': 0.007407407407407408, 'UNI_you': 0.007407407407407408, 'UNI_could': 0.022222222222222223, 'UNI_actually': 0.014814814814814815, 'UNI_see': 0.007407407407407408, 'UNI_grease': 0.007407407407407408, 'UNI_settleing': 0.007407407407407408, 'UNI_and': 0.007407407407407408, 'UNI_early': 0.007407407407407408, 'UNI_dinner': 0.007407407407407408, 'UNI_size': 0.007407407407407408, 'UNI_area': 0.014814814814814815, 'UNI_spread': 0.007407407407407408, 'UNI_instead': 0.007407407407407408, 'UNI_tables': 0.007407407407407408, 'UNI_crammed': 0.007407407407407408, 'UNI_together': 0.007407407407407408, 'UNI_little': 0.007407407407407408, 'UNI_room': 0.007407407407407408, 'UNI_also': 0.007407407407407408, 'UNI_sit': 0.007407407407407408, 'UNI_smoking': 0.007407407407407408, 'UNI_the': 0.007407407407407408, 'UNI_door': 0.014814814814814815, 'UNI_propped': 0.007407407407407408, 'UNI_open': 0.007407407407407408, 'UNI_suppose': 0.007407407407407408, 'UNI_flies': 0.007407407407407408, 'UNI_come': 0.007407407407407408, 'UNI_eat': 0.007407407407407408, 'UNI_there': 0.007407407407407408, 'UNI_staff': 0.007407407407407408, 'UNI_members': 0.007407407407407408, 'UNI_continuously': 0.007407407407407408, 'UNI_coming': 0.007407407407407408, 'UNI_emergency': 0.007407407407407408, 'UNI_just': 0.007407407407407408, 'UNI_pleasant': 0.007407407407407408, 'UNI_experience': 0.007407407407407408, 'UNI_decided': 0.007407407407407408, 'UNI_leave': 0.007407407407407408, 'UNI_at': 0.02962962962962963, 'UNI_7:00': 0.007407407407407408, 'UNI_ask': 0.007407407407407408, 'UNI_waitress': 0.007407407407407408, 'UNI_check': 0.02962962962962963, 'UNI_7:15': 0.007407407407407408, 'UNI_7:20': 0.007407407407407408, 'UNI_get': 0.007407407407407408, 'UNI_go': 0.007407407407407408, 'UNI_tell': 0.007407407407407408, 'UNI_someone': 0.007407407407407408, 'UNI_like': 0.007407407407407408, 'UNI_please': 0.007407407407407408, 'UNI_7:30': 0.007407407407407408, 'UNI_fianally': 0.007407407407407408, 'UNI_given': 0.007407407407407408, 'UNI_think': 0.007407407407407408, 'UNI_expect': 0.007407407407407408, 'UNI_60': 0.007407407407407408, 'UNI_2': 0.007407407407407408, 'UNI_people': 0.007407407407407408}
